Название,Цена,Расположение,Район,Год постройки,Количество комнат,Площадь(кв.м.),Сотки,Дата,Просмотрено
Отдельный дом · 5 комнат · 100 м² · 12 сот.,88600000,Алматы,,,5,100.0,12,24 нояб.,698
Отдельный дом · 5 комнат · 160 м² · 5 сот.,65000000,Алматы,,2024.0,5,160.0,5,24 нояб.,8590
Отдельный дом · 5 комнат · 167.3 м² · 6 сот.,129999999,Алматы,,2020.0,5,167.3,6,24 нояб.,9229
Отдельный дом · 5 комнат · 208 м² · 5.5 сот.,85000000,Алматы,,1997.0,5,208.0,5.5,24 нояб.,417
Отдельный дом · 8 комнат · 360 м² · 30 сот.,170000000,Алматы,,,8,360.0,30,24 нояб.,767
Отдельный дом · 5 комнат · 153 м² · 8 сот.,53000000,Алматы,,2018.0,5,153.0,8,24 нояб.,2055
Отдельный дом · 5 комнат · 500 м² · 14 сот.,230000000,Алматы,,2009.0,5,500.0,14,24 нояб.,2060
Отдельный дом · 10 комнат · 550 м² · 12 сот.,185000000,Алматы,,2020.0,10,550.0,12,24 нояб.,8507
Отдельный дом · 6 комнат · 102.2 м² · 8.14 сот.,72000000,Алматы,,1974.0,6,102.2,8.14,24 нояб.,170
Отдельный дом · 5 комнат · 500 м² · 7 сот.,255000000,Алматы,,2016.0,5,500.0,7,24 нояб.,5129
Отдельный дом · 4 комнаты · 103.9 м² · 4 сот.,43000000,Алматы,,2020.0,4,103.9,4,24 нояб.,17771
Отдельный дом · 5 комнат · 190 м² · 5 сот.,49999999,Алматы,,2024.0,5,190.0,5,24 нояб.,883
Отдельный дом · 6 комнат · 136.2 м² · 5 сот.,104870000,Алматы,,1999.0,6,136.2,5,24 нояб.,2598
Отдельный дом · 5 комнат · 300 м² · 11 сот.,169000000,Алматы,,2022.0,5,300.0,11,24 нояб.,6246
Часть дома · 3 комнаты · 130 м² · 4 сот.,65000000,Алматы,,2017.0,3,130.0,4,24 нояб.,261
Отдельный дом · 10 комнат · 460 м² · 9 сот.,370000000,Алматы,,2018.0,10,460.0,9,24 нояб.,18785
Отдельный дом · 7 комнат · 310 м² · 8 сот.,295000000,Алматы,,2019.0,7,310.0,8,24 нояб.,248
Отдельный дом · 8 комнат · 167 м² · 8 сот.,100000000,Алматы,,2000.0,8,167.0,8,24 нояб.,606
Отдельный дом · 7 комнат · 220 м² · 8 сот.,68000000,Алматы,,2018.0,7,220.0,8,24 нояб.,500
Отдельный дом · 7 комнат · 300 м² · 8 сот.,217900000,Алматы,,2011.0,7,300.0,8,24 нояб.,4086
Часть дома · 7 комнат · 150 м² · 2.7 сот.,45000000,Алматы,,1953.0,7,150.0,2.7,24 нояб.,1725
Часть дома · 4 комнаты · 96 м² · 3.7 сот.,50000000,Алматы,,1990.0,4,96.0,3.7,24 нояб.,595
Отдельный дом · 6 комнат · 152 м² · 7 сот.,59000000,Алматы,,2006.0,6,152.0,7,24 нояб.,468
Отдельный дом · 5 комнат · 115 м² · 5.8 сот.,55000000,Алматы,,1976.0,5,115.0,5.8,24 нояб.,7292
Отдельный дом · 5 комнат · 181.6 м² · 2.25 сот.,65000000,Алматы,,2014.0,5,181.6,2.25,24 нояб.,2191
Отдельный дом · 7 комнат · 160 м² · 5.5 сот.,65000000,Алматы,,2015.0,7,160.0,5.5,24 нояб.,858
Отдельный дом · 5 комнат · 280 м² · 8 сот.,100000000,Алматы,,2008.0,5,280.0,8,24 нояб.,3772
Часть дома · 5 комнат · 120 м² · 6.3 сот.,67000000,Алматы,,,5,120.0,6.3,24 нояб.,3852
Отдельный дом · 7 комнат · 510 м² · 30 сот.,300000000,Алматы,,2024.0,7,510.0,30,24 нояб.,3651
Отдельный дом · 4 комнаты · 122 м² · 5 сот.,49500000,Алматы,,2005.0,4,122.0,5,24 нояб.,857
Отдельный дом · 4 комнаты · 120 м² · 6.8 сот.,55000000,Алматы,,2010.0,4,120.0,6.8,24 нояб.,21850
Отдельный дом · 7 комнат · 550 м² · 7 сот.,280000000,Алматы,,2011.0,7,550.0,7,24 нояб.,1625
Отдельный дом · 4 комнаты · 200 м² · 8.5 сот.,115000000,Алматы,,,4,200.0,8.5,24 нояб.,13054
Отдельный дом · 6 комнат · 200 м² · 4 сот.,160000000,Алматы,,2024.0,6,200.0,4,24 нояб.,2237
Часть дома · 4 комнаты · 109 м² · 6 сот.,27999990,Алматы,,2015.0,4,109.0,6,24 нояб.,1093
Отдельный дом · 5 комнат · 180 м² · 9 сот.,129000000,Алматы,,2010.0,5,180.0,9,24 нояб.,386
Отдельный дом · 6 комнат · 210 м² · 4.1 сот.,205000000,Алматы,,2010.0,6,210.0,4.1,24 нояб.,387
Отдельный дом · 9 комнат · 433 м² · 15 сот.,380000000,Алматы,,2001.0,9,433.0,15,24 нояб.,19303
Отдельный дом · 5 комнат · 367 м² · 5 сот.,230000000,Алматы,,2024.0,5,367.0,5,24 нояб.,558
Отдельный дом · 6 комнат · 120 м² · 6 сот.,68000000,Алматы,,1965.0,6,120.0,6,24 нояб.,1089
Отдельный дом · 3 комнаты · 64 м² · 9 сот.,29000000,Алматы,,,3,64.0,9,24 нояб.,4795
Отдельный дом · 3 комнаты · 160 м² · 8 сот.,88000000,Алматы,,2024.0,3,160.0,8,24 нояб.,374
Отдельный дом · 6 комнат · 230 м² · 5 сот.,68000000,Алматы,,2009.0,6,230.0,5,24 нояб.,7934
Отдельный дом · 6 комнат · 250 м² · 7 сот.,80000000,Алматы,,,6,250.0,7,24 нояб.,1648
Отдельный дом · 11 комнат · 670 м² · 15.7 сот.,350000000,Алматы,,2016.0,11,670.0,15.7,24 нояб.,13263
Отдельный дом · 6 комнат · 282 м² · 8 сот.,148000000,Алматы,,2023.0,6,282.0,8,24 нояб.,825
Отдельный дом · 6 комнат · 180 м² · 5.5 сот.,60000000,Алматы,,1978.0,6,180.0,5.5,24 нояб.,1270
Отдельный дом · 3 комнаты · 80 м² · 3 сот.,38000000,Алматы,,2008.0,3,80.0,3,24 нояб.,1564
Отдельный дом · 4 комнаты · 160 м² · 9 сот.,120000000,Алматы,,2024.0,4,160.0,9,24 нояб.,1546
Отдельный дом · 6 комнат · 280 м² · 7 сот.,198500000,Алматы,,2022.0,6,280.0,7,24 нояб.,2251
Отдельный дом · 6 комнат · 166 м² · 6.2 сот.,68500000,Алматы,,2005.0,6,166.0,6.2,24 нояб.,3093
Отдельный дом · 7 комнат · 636 м² · 14 сот.,335000000,Алматы,,2011.0,7,636.0,14,24 нояб.,2242
Отдельный дом · 6 комнат · 165 м² · 10 сот.,98000000,Алматы,,2010.0,6,165.0,10,24 нояб.,2275
Отдельный дом · 15 комнат · 520 м² · 12 сот.,105000000,Алматы,,2018.0,15,520.0,12,24 нояб.,8867
Отдельный дом · 4 комнаты · 128 м² · 6 сот.,45000000,Алматы,,,4,128.0,6,24 нояб.,595
Отдельный дом · 4 комнаты · 160 м² · 12 сот.,97000000,Алматы,,2024.0,4,160.0,12,24 нояб.,771
Отдельный дом · 9 комнат · 384.2 м² · 5 сот.,102000000,Алматы,,1996.0,9,384.2,5,24 нояб.,3203
Отдельный дом · 7 комнат · 167.7 м² · 12 сот.,59000000,Алматы,,,7,167.7,12,24 нояб.,270
Отдельный дом · 4 комнаты · 114 м² · 4.5 сот.,57000000,Алматы,,2015.0,4,114.0,4.5,24 нояб.,5662
Отдельный дом · 6 комнат · 208 м² · 11.63 сот.,220000000,Алматы,,2015.0,6,208.0,11.63,24 нояб.,3594
Отдельный дом · 3 комнаты · 40.1 м² · 2 сот.,31500000,Алматы,,1965.0,3,40.1,2,24 нояб.,349
Отдельный дом · 3 комнаты · 84 м² · 2 сот.,32000000,Алматы,,2011.0,3,84.0,2,24 нояб.,426
Часть дома · 4 комнаты · 142 м² · 2 сот.,40000000,Алматы,,2022.0,4,142.0,2,24 нояб.,2738
Отдельный дом · 6 комнат · 284 м² · 10 сот.,176000000,Алматы,,2013.0,6,284.0,10,24 нояб.,135
Отдельный дом · 7 комнат · 286 м² · 6 сот.,230000000,Алматы,,2015.0,7,286.0,6,24 нояб.,1685
"2-комнатный дом, 203.17 м²",180821300,Алматы,Наурызбайский,2025.0,,,,24 нояб.,4620
Отдельный дом · 5 комнат · 170 м² · 5.5 сот.,90000000,Алматы,,2023.0,5,170.0,5.5,24 нояб.,379
Отдельный дом · 6 комнат · 330 м² · 6.5 сот.,270000000,Алматы,,2024.0,6,330.0,6.5,24 нояб.,4859
Отдельный дом · 5 комнат · 236 м² · 6.5 сот.,245000000,Алматы,,2024.0,5,236.0,6.5,24 нояб.,3586
Отдельный дом · 6 комнат · 220 м² · 6 сот.,75000000,Алматы,,2021.0,6,220.0,6,24 нояб.,733
Отдельный дом · 3 комнаты · 60 м² · 5.1 сот.,55000000,Алматы,,1961.0,3,60.0,5.1,23 нояб.,20358
Отдельный дом · 4 комнаты · 80 м² · 5.3 сот.,109999999,Алматы,,1980.0,4,80.0,5.3,23 нояб.,1690
Отдельный дом · 4 комнаты · 74 м² · 3.5 сот.,33000000,Алматы,,2020.0,4,74.0,3.5,23 нояб.,612
Отдельный дом · 3 комнаты · 68 м² · 4 сот.,59000000,Алматы,,1964.0,3,68.0,4,23 нояб.,3819
Отдельный дом · 5 комнат · 134 м² · 8 сот.,30000000,Алматы,,2015.0,5,134.0,8,23 нояб.,3700
Отдельный дом · 4 комнаты · 380 м² · 10 сот.,98000000,Алматы,,2010.0,4,380.0,10,23 нояб.,488
Отдельный дом · 5 комнат · 90 м² · 10 сот.,65000000,Алматы,,1980.0,5,90.0,10,23 нояб.,4085
Часть дома · 4 комнаты · 92.7 м² · 3.34 сот.,40000000,Алматы,,,4,92.7,3.34,23 нояб.,1332
Отдельный дом · 12 комнат · 600 м² · 7.2 сот.,126000000,Алматы,,,12,600.0,7.2,23 нояб.,593
Дача · 3 комнаты · 53.7 м² · 11 сот.,12000000,Алматы,,1970.0,3,53.7,11,23 нояб.,1981
Отдельный дом · 4 комнаты · 450 м² · 12 сот.,280000000,Алматы,,2015.0,4,450.0,12,23 нояб.,1049
Отдельный дом · 8 комнат · 365 м² · 15 сот.,155000000,Алматы,,,8,365.0,15,23 нояб.,690
Отдельный дом · 6 комнат · 220 м² · 5 сот.,136000000,Алматы,,2023.0,6,220.0,5,23 нояб.,1836
Отдельный дом · 7 комнат · 300 м² · 24 сот.,155000000,Алматы,,2007.0,7,300.0,24,23 нояб.,1816
Отдельный дом · 5 комнат · 220 м² · 9 сот.,165000000,Алматы,,2022.0,5,220.0,9,23 нояб.,20356
Отдельный дом · 4 комнаты · 145 м² · 8 сот.,42000000,Алматы,,2020.0,4,145.0,8,23 нояб.,19729
Отдельный дом · 6 комнат · 179 м² · 6.5 сот.,79000000,Алматы,,1994.0,6,179.0,6.5,23 нояб.,241
Отдельный дом · 8 комнат · 740 м² · 10 сот.,1137000000,Алматы,,2007.0,8,740.0,10,23 нояб.,449
Отдельный дом · 4 комнаты · 100 м² · 32.5 сот.,275000000,Алматы,,1993.0,4,100.0,32.5,23 нояб.,1452
Отдельный дом · 5 комнат · 220 м² · 12 сот.,200000000,Алматы,,2007.0,5,220.0,12,23 нояб.,1819
Отдельный дом · 6 комнат · 150 м² · 4 сот.,80000000,Алматы,,2022.0,6,150.0,4,23 нояб.,2415
Отдельный дом · 4 комнаты · 133 м² · 6 сот.,60000000,Алматы,,1999.0,4,133.0,6,23 нояб.,24923
Отдельный дом · 7 комнат · 180 м² · 6 сот.,105000000,Алматы,,2015.0,7,180.0,6,23 нояб.,212
Отдельный дом · 9 комнат · 1000 м² · 33 сот.,350000000,Алматы,,2018.0,9,1000.0,33,23 нояб.,1326
Отдельный дом · 30 комнат · 3700 м² · 27 сот.,660000000,Алматы,,,30,3700.0,27,23 нояб.,6582
Отдельный дом · 7 комнат · 428 м² · 8.3 сот.,550000000,Алматы,,2023.0,7,428.0,8.3,23 нояб.,11060
Отдельный дом · 5 комнат · 645 м² · 13.5 сот.,216000000,Алматы,,2014.0,5,645.0,13.5,23 нояб.,4270
Отдельный дом · 3 комнаты · 65 м² · 3.5 сот.,58000000,Алматы,,1969.0,3,65.0,3.5,23 нояб.,141
Отдельный дом · 12 комнат · 750 м² · 73 сот.,2000000000,Алматы,,2003.0,12,750.0,73,23 нояб.,99999+
Отдельный дом · 5 комнат · 220 м² · 8 сот.,150000000,Алматы,,2007.0,5,220.0,8,23 нояб.,3816
Отдельный дом · 7 комнат · 225 м² · 8 сот.,131000000,Алматы,,,7,225.0,8,23 нояб.,5158
Отдельный дом · 6 комнат · 100 м² · 15 сот.,35000000,Алматы,,1979.0,6,100.0,15,23 нояб.,202
Отдельный дом · 4 комнаты · 119 м² · 5.3 сот.,52000000,Алматы,,1962.0,4,119.0,5.3,23 нояб.,1182
Отдельный дом · 7 комнат · 350 м² · 9 сот.,180000000,Алматы,,2020.0,7,350.0,9,23 нояб.,711
Отдельный дом · 4 комнаты · 237 м² · 5 сот.,105000000,Алматы,,2022.0,4,237.0,5,23 нояб.,4013
Отдельный дом · 5 комнат · 100 м² · 7 сот.,48000000,Алматы,,1999.0,5,100.0,7,23 нояб.,6292
Отдельный дом · 6 комнат · 334.4 м² · 7 сот.,195000000,Алматы,,2013.0,6,334.4,7,23 нояб.,229
Отдельный дом · 4 комнаты · 100 м² · 7.8 сот.,38000000,Алматы,,,4,100.0,7.8,23 нояб.,452
Отдельный дом · 2 комнаты · 72 м² · 10 сот.,210000000,Алматы,,,2,72.0,10,23 нояб.,1046
Отдельный дом · 4 комнаты · 215 м² · 10 сот.,148000000,Алматы,,2013.0,4,215.0,10,23 нояб.,8432
Отдельный дом · 8 комнат · 500 м² · 10 сот.,545000000,Алматы,,2021.0,8,500.0,10,23 нояб.,749
Отдельный дом · 2 комнаты · 42.6 м² · 5.2 сот.,27000000,Алматы,,2015.0,2,42.6,5.2,23 нояб.,2061
Отдельный дом · 5 комнат · 100 м² · 5 сот.,74000000,Алматы,,2018.0,5,100.0,5,23 нояб.,4948
Дача · 2 комнаты · 12 м² · 6.7 сот.,8200000,Алматы,,1980.0,2,12.0,6.7,23 нояб.,6726
Отдельный дом · 4 комнаты · 183.3 м² · 3 сот.,102000000,Алматы,,2025.0,4,183.3,3,23 нояб.,782
Отдельный дом · 5 комнат · 190 м² · 7 сот.,55000000,Алматы,,2008.0,5,190.0,7,23 нояб.,2130
Отдельный дом · 3 комнаты · 130 м² · 7 сот.,30000000,Алматы,,2019.0,3,130.0,7,23 нояб.,4024
Отдельный дом · 3 комнаты · 70 м² · 6.22 сот.,35000000,Алматы,,2003.0,3,70.0,6.22,23 нояб.,803
Отдельный дом · 4 комнаты · 158 м² · 6 сот.,75000000,Алматы,,2008.0,4,158.0,6,23 нояб.,3924
Отдельный дом · 7 комнат · 280 м² · 8.5 сот.,250000000,Алматы,,2007.0,7,280.0,8.5,23 нояб.,545
Отдельный дом · 5 комнат · 110 м² · 4 сот.,60000000,Алматы,,2002.0,5,110.0,4,23 нояб.,3254
